[-4, 7, -1, 0, 1, 2, 2, 18, -8, 3, 9, 2]
[-4, -1, 7, 0, 1, 2, 2, 18, -8, 3, 9, 2]
[-4, -1, 0, 7, 1, 2, 2, 18, -8, 3, 9, 2]
[-4, -1, 0, 1, 7, 2, 2, 18, -8, 3, 9, 2]
[-4, -1, 0, 1, 2, 7, 2, 18, -8, 3, 9, 2]
[-4, -1, 0, 1, 2, 2, 7, 18, -8, 3, 9, 2]
[-4, -1, 0, 1, 2, 2, 7, 18, -8, 3, 9, 2]
[-4, -1, 0, 1, 2, 2, 7, -8, 18, 3, 9, 2]
[-4, -1, 0, 1, 2, 2, 7, -8, 3, 18, 9, 2]
[-4, -1, 0, 1, 2, 2, 7, -8, 3, 9, 18, 2]
[-4, -1, 0, 1, 2, 2, 7, -8, 3, 9, 2, 18]
[-4, -1, 0, 1, 2, 2, 7, -8, 3, 9, 2, 18]
[-4, -1, 0, 1, 2, 2, 7, -8, 3, 9, 2, 18]
[-4, -1, 0, 1, 2, 2, 7, -8, 3, 9, 2, 18]
[-4, -1, 0, 1, 2, 2, 7, -8, 3, 9, 2, 18]
[-4, -1, 0, 1, 2, 2, 7, -8, 3, 9, 2, 18]
[-4, -1, 0, 1, 2, 2, 7, -8, 3, 9, 2, 18]
[-4, -1, 0, 1, 2, 2, -8, 7, 3, 9, 2, 18]
[-4, -1, 0, 1, 2, 2, -8, 3, 7, 9, 2, 18]
[-4, -1, 0, 1, 2, 2, -8, 3, 7, 9, 2, 18]
[-4, -1, 0, 1, 2, 2, -8, 3, 7, 2, 9, 18]
[-4, -1, 0, 1, 2, 2, -8, 3, 7, 2, 9, 18]
[-4, -1, 0, 1, 2, 2, -8, 3, 7, 2, 9, 18]
[-4, -1, 0, 1, 2, 2, -8, 3, 7, 2, 9, 18]
[-4, -1, 0, 1, 2, 2, -8, 3, 7, 2, 9, 18]
[-4, -1, 0, 1, 2, 2, -8, 3, 7, 2, 9, 18]
[-4, -1, 0, 1, 2, 2, -8, 3, 7, 2, 9, 18]
[-4, -1, 0, 1, 2, -8, 2, 3, 7, 2, 9, 18]
[-4, -1, 0, 1, 2, -8, 2, 3, 7, 2, 9, 18]
[-4, -1, 0, 1, 2, -8, 2, 3, 7, 2, 9, 18]
[-4, -1, 0, 1, 2, -8, 2, 3, 2, 7, 9, 18]
[-4, -1, 0, 1, 2, -8, 2, 3, 2, 7, 9, 18]
[-4, -1, 0, 1, 2, -8, 2, 3, 2, 7, 9, 18]
[-4, -1, 0, 1, 2, -8, 2, 3, 2, 7, 9, 18]
[-4, -1, 0, 1, 2, -8, 2, 3, 2, 7, 9, 18]
[-4, -1, 0, 1, 2, -8, 2, 3, 2, 7, 9, 18]
[-4, -1, 0, 1, 2, -8, 2, 3, 2, 7, 9, 18]
[-4, -1, 0, 1, -8, 2, 2, 3, 2, 7, 9, 18]
[-4, -1, 0, 1, -8, 2, 2, 3, 2, 7, 9, 18]
[-4, -1, 0, 1, -8, 2, 2, 3, 2, 7, 9, 18]
[-4, -1, 0, 1, -8, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, 0, 1, -8, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, 0, 1, -8, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, 0, 1, -8, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, 0, 1, -8, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, 0, 1, -8, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, 0, 1, -8, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, 0, -8, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, 0, -8, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, 0, -8, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, 0, -8, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, 0, -8, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, 0, -8, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, 0, -8, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, 0, -8, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, 0, -8, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, 0, -8, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, -8, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, -8, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, -8, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, -8, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, -8, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, -8, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, -8, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, -8, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, -8, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -1, -8, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -8, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -8, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -8, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -8, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -8, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -8, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -8, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -8, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -8, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-4, -8, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
[-8, -4, -1, 0, 1, 2, 2, 2, 3, 7, 9, 18]
